"사용일자","노선번호","노선명","표준버스정류장ID","버스정류장ARS번호","역명","승차총승객수","하차총승객수","등록일자"
"20171115","152","152번(화계사~삼막사사거리)","120000054","21155","서림동주민센터.신화단지","153","602","20171118"
"20171115","152","152번(화계사~삼막사사거리)","120000055","21156","삼성동시장","212","611","20171118"
"20171115","152","152번(화계사~삼막사사거리)","105000552","06107","신설동역1번출구","169","192","20171118"
"20171115","152","152번(화계사~삼막사사거리)","107000094","08184","보문동주민센터","304","229","20171118"
"20171115","152","152번(화계사~삼막사사거리)","107000092","08182","브라운호텔","227","213","20171118"
"20171115","152","152번(화계사~삼막사사거리)","107000090","08180","보문역","215","191","20171118"
"20171115","152","152번(화계사~삼막사사거리)","107000088","08178","성북구청.성북경찰서","309","272","20171118"
"20171115","152","152번(화계사~삼막사사거리)","107000086","08176","삼선동주민센터","292","262","20171118"
"20171115","152","152번(화계사~삼막사사거리)","107000008","08008","돈암사거리.성신여대입구","973","635","20171118"
"20171115","152","152번(화계사~삼막사사거리)","107000006","08006","미아리고개.미아리예술극장","318","296","20171118"
"20171115","152","152번(화계사~삼막사사거리)","107000033","08123","돈암동삼성아파트입구","481","325","20171118"
"20171115","152","152번(화계사~삼막사사거리)","107000084","08174","길음동동부아파트","123","443","20171118"
"20171115","152","152번(화계사~삼막사사거리)","108000123","09211","수유중학교혜화여고","590","9","20171118"
"20171115","152","152번(화계사~삼막사사거리)","108000125","09213","서울정인학교","237","25","20171118"
"20171115","152","152번(화계사~삼막사사거리)","108000127","09215","구세군강북종합사회복지관입구","267","71","20171118"
"20171115","152","152번(화계사~삼막사사거리)","108000130","09218","미양중고등학교.팔팔·미송경로당","348","45","20171118"
"20171115","152","152번(화계사~삼막사사거리)","108000135","09223","삼각산동SK아파트북한산시티미양초등학교","479","142","20171118"
"20171115","152","152번(화계사~삼막사사거리)","108000133","09221","SK아파트입구","345","86","20171118"
"20171115","152","152번(화계사~삼막사사거리)","108000131","09219","동북프라자","180","92","20171118"
"20171115","152","152번(화계사~삼막사사거리)","108000078","09166","삼양동사거리","477","198","20171118"
"20171115","152","152번(화계사~삼막사사거리)","108000080","09168","송천초등학교.미아뉴타운입구","351","71","20171118"
"20171115","152","152번(화계사~삼막사사거리)","107000081","08171","미아초교","462","109","20171118"
"20171115","152","152번(화계사~삼막사사거리)","107000083","08173","길음동동부아파트","279","176","20171118"
"20171115","152","152번(화계사~삼막사사거리)","107000003","08003","길음뉴타운","583","882","20171118"
"20171115","152","152번(화계사~삼막사사거리)","107000005","08005","미아리고개.미아리예술극장","370","379","20171118"
"20171115","152","152번(화계사~삼막사사거리)","107000007","08007","돈암사거리.성신여대입구","328","616","20171118"
"20171115","152","152번(화계사~삼막사사거리)","107000085","08175","삼선동주민센터","281","376","20171118"
"20171115","152","152번(화계사~삼막사사거리)","107000087","08177","성북구청.성북경찰서","353","278","20171118"
"20171115","152","152번(화계사~삼막사사거리)","107000089","08179","보문역","302","273","20171118"
"20171115","152","152번(화계사~삼막사사거리)","107000091","08181","브라운호텔","332","182","20171118"
"20171115","152","152번(화계사~삼막사사거리)","107000093","08183","보문동주민센터","248","192","20171118"
"20171115","152","152번(화계사~삼막사사거리)","100000147","01243","신설동로타리","207","503","20171118"
"20171115","152","152번(화계사~삼막사사거리)","100000367","01044","동묘앞","396","322","20171118"
"20171115","152","152번(화계사~삼막사사거리)","100000365","01037","동대문(흥인지문)","357","386","20171118"
"20171115","152","152번(화계사~삼막사사거리)","100000112","01208","종로6가","256","223","20171118"
"20171115","152","152번(화계사~삼막사사거리)","101000163","02272","방산종합시장","113","180","20171118"
"20171115","152","152번(화계사~삼막사사거리)","101000066","02165","을지로5가","214","204","20171118"
"20171115","152","152번(화계사~삼막사사거리)","101000063","02162","을지로4가","170","213","20171118"
"20171115","152","152번(화계사~삼막사사거리)","101000061","02160","을지로3가","263","321","20171118"
"20171115","152","152번(화계사~삼막사사거리)","101000059","02158","을지로2가.기업은행본점.서울노동청","414","287","20171118"
"20171115","152","152번(화계사~삼막사사거리)","101000041","02140","롯데백화점","536","339","20171118"
"20171115","152","152번(화계사~삼막사사거리)","101000032","02127","북창동.남대문시장","384","214","20171118"
"20171115","152","152번(화계사~삼막사사거리)","101000008","02008","숭례문","188","177","20171118"
