"사용일자","노선번호","노선명","표준버스정류장ID","버스정류장ARS번호","역명","승차총승객수","하차총승객수","등록일자"
"20171115","151","151번(우이동~중앙대)","108000054","09142","강북노인종합복지관","75","169","20171118"
"20171115","151","151번(우이동~중앙대)","108000052","09140","화계사입구사거리","118","172","20171118"
"20171115","151","151번(우이동~중앙대)","108000050","09138","수유동삼양탕앞","54","177","20171118"
"20171115","151","151번(우이동~중앙대)","108000048","09136","화계사입구.한신대학교대학원","140","325","20171118"
"20171115","151","151번(우이동~중앙대)","108000045","09133","인수동청수탕입구","97","399","20171118"
"20171115","151","151번(우이동~중앙대)","108000043","09131","우이초등학교후문","48","215","20171118"
"20171115","151","151번(우이동~중앙대)","108000031","09119","서울영어마을수유캠프국립재활원입구","76","437","20171118"
"20171115","151","151번(우이동~중앙대)","108000029","09117","인수중학교","90","339","20171118"
"20171115","151","151번(우이동~중앙대)","108000027","09115","인수동백운교회입구","116","300","20171118"
"20171115","151","151번(우이동~중앙대)","108000025","09113","국립419묘지삼거리.윤극영가옥","55","120","20171118"
"20171115","151","151번(우이동~중앙대)","108000190","09278","우이동주민센터입구","20","74","20171118"
"20171115","151","151번(우이동~중앙대)","108000021","09109","국립4.19민주묘지입구사거리","38","128","20171118"
"20171115","151","151번(우이동~중앙대)","109000135","10221","덕성여대입구","11","146","20171118"
"20171115","151","151번(우이동~중앙대)","109000134","10219","서라벌중학교.우이동대우아파트","11","168","20171118"
"20171115","151","151번(우이동~중앙대)","109000133","10218","북서울교회","2","91","20171118"
"20171115","151","151번(우이동~중앙대)","109000236","10325","동아운수앞","2","52","20171118"
"20171115","151","151번(우이동~중앙대)","108000016","09104","우이동성원아파트","0","56","20171118"
"20171115","151","151번(우이동~중앙대)","108000202","09297","우이동도선사입구","1","49","20171118"
"20171115","151","151번(우이동~중앙대)","108000020","09108","국립4.19민주묘지입구사거리","93","39","20171118"
"20171115","151","151번(우이동~중앙대)","108000022","09110","국립4.19민주묘지입구사거리","120","58","20171118"
"20171115","151","151번(우이동~중앙대)","108000024","09112","국립419묘지삼거리.윤극영가옥","205","96","20171118"
"20171115","151","151번(우이동~중앙대)","108000026","09114","인수동백운교회입구","436","139","20171118"
"20171115","151","151번(우이동~중앙대)","108000028","09116","인수중학교","434","78","20171118"
"20171115","151","151번(우이동~중앙대)","108000030","09118","서울영어마을수유캠프국립재활원입구","481","89","20171118"
"20171115","151","151번(우이동~중앙대)","108000042","09130","우이초등학교후문","229","58","20171118"
"20171115","151","151번(우이동~중앙대)","107000006","08006","미아리고개.미아리예술극장","167","285","20171118"
"20171115","151","151번(우이동~중앙대)","107000004","08004","길음뉴타운","299","354","20171118"
"20171115","151","151번(우이동~중앙대)","107000002","08002","월곡뉴타운","160","306","20171118"
"20171115","151","151번(우이동~중앙대)","108000012","09012","미아사거리역","824","660","20171118"
"20171115","151","151번(우이동~중앙대)","108000010","09010","도봉세무서.성북시장","178","258","20171118"
"20171115","151","151번(우이동~중앙대)","108000008","09008","미아역.신일중고","374","335","20171118"
"20171115","151","151번(우이동~중앙대)","108000006","09006","수유시장.성신여대미아캠퍼스앞","550","316","20171118"
"20171115","151","151번(우이동~중앙대)","108000044","09132","인수동청수탕입구","459","65","20171118"
"20171115","151","151번(우이동~중앙대)","108000175","09263","한신대학교","226","62","20171118"
"20171115","151","151번(우이동~중앙대)","108000049","09137","화계사입구.한신대학교대학원","331","80","20171118"
"20171115","151","151번(우이동~중앙대)","108000051","09139","수유동삼양탕앞","151","73","20171118"
"20171115","151","151번(우이동~중앙대)","108000053","09141","화계사입구사거리","138","74","20171118"
"20171115","151","151번(우이동~중앙대)","108000055","09143","강북노인종합복지관","228","55","20171118"
"20171115","151","151번(우이동~중앙대)","108000057","09145","신일병원","170","319","20171118"
"20171115","151","151번(우이동~중앙대)","108000005","09005","수유시장.성신여대미아캠퍼스앞","446","552","20171118"
"20171115","151","151번(우이동~중앙대)","108000007","09007","미아역.신일중고","207","321","20171118"
"20171115","151","151번(우이동~중앙대)","108000009","09009","도봉세무서.성북시장","243","311","20171118"
"20171115","151","151번(우이동~중앙대)","108000011","09011","미아사거리역","540","617","20171118"
"20171115","151","151번(우이동~중앙대)","107000001","08001","월곡뉴타운","257","200","20171118"
"20171115","151","151번(우이동~중앙대)","107000003","08003","길음뉴타운","408","195","20171118"
"20171115","151","151번(우이동~중앙대)","107000005","08005","미아리고개.미아리예술극장","215","223","20171118"
"20171115","151","151번(우이동~중앙대)","107000007","08007","돈암사거리.성신여대입구","291","317","20171118"
"20171115","151","151번(우이동~중앙대)","107000009","08009","삼선교.한성대학교","359","260","20171118"
"20171115","151","151번(우이동~중앙대)","100000005","01005","혜화동로터리","176","191","20171118"
"20171115","151","151번(우이동~중앙대)","100000003","01003","명륜3가.성대입구","389","156","20171118"
"20171115","151","151번(우이동~중앙대)","100000002","01002","창경궁.서울대학교병원","290","180","20171118"
"20171115","151","151번(우이동~중앙대)","100000076","01172","창덕궁","303","624","20171118"
"20171115","151","151번(우이동~중앙대)","100000369","01295","안국역.종로경찰서.인사동","401","494","20171118"
"20171115","151","151번(우이동~중앙대)","100000106","01202","조계사","595","537","20171118"
"20171115","151","151번(우이동~중앙대)","101000141","02246","을지로입구역.광교","178","581","20171118"
"20171115","151","151번(우이동~중앙대)","101000041","02140","롯데백화점","473","765","20171118"
"20171115","151","151번(우이동~중앙대)","101000032","02127","북창동.남대문시장","245","309","20171118"
"20171115","151","151번(우이동~중앙대)","101000008","02008","숭례문","98","245","20171118"
"20171115","151","151번(우이동~중앙대)","101000004","02004","서울역버스환승센터","369","317","20171118"
"20171115","151","151번(우이동~중앙대)","102000012","03012","갈월동","122","155","20171118"
"20171115","151","151번(우이동~중앙대)","102000010","03010","숙대입구역","280","226","20171118"
"20171115","151","151번(우이동~중앙대)","102000008","03008","삼각지역","375","146","20171118"
"20171115","151","151번(우이동~중앙대)","102000006","03006","KT용산지사","68","115","20171118"
"20171115","151","151번(우이동~중앙대)","102000004","03004","신용산역","540","221","20171118"
"20171115","151","151번(우이동~중앙대)","102000002","03002","한강대교북단.LG유플러스","160","181","20171118"
"20171115","151","151번(우이동~중앙대)","102000247","03340","노들섬","8","37","20171118"
"20171115","151","151번(우이동~중앙대)","119000290","20247","노들역앞","41","118","20171118"
"20171115","151","151번(우이동~중앙대)","119000030","20123","흑석동효사정앞","36","203","20171118"
"20171115","151","151번(우이동~중앙대)","119000032","20125","흑석역.흑석동빗물펌프장","230","642","20171118"
"20171115","151","151번(우이동~중앙대)","119000101","20194","중앙대학교","2840","1362","20171118"
"20171115","151","151번(우이동~중앙대)","119000031","20124","흑석동효사정앞","211","74","20171118"
"20171115","151","151번(우이동~중앙대)","102000248","03341","노들섬","8","40","20171118"
"20171115","151","151번(우이동~중앙대)","102000001","03001","한강대교북단.LG유플러스","349","320","20171118"
"20171115","151","151번(우이동~중앙대)","102000003","03003","신용산역","179","547","20171118"
"20171115","151","151번(우이동~중앙대)","102000005","03005","KT용산지사","99","209","20171118"
"20171115","151","151번(우이동~중앙대)","102000007","03007","삼각지역","160","541","20171118"
"20171115","151","151번(우이동~중앙대)","102000009","03009","숙대입구역","368","442","20171118"
"20171115","151","151번(우이동~중앙대)","102000011","03011","갈월동","219","135","20171118"
"20171115","151","151번(우이동~중앙대)","101000007","02007","서울역버스환승센터","269","318","20171118"
"20171115","151","151번(우이동~중앙대)","101000114","02219","남대문시장앞","429","347","20171118"
"20171115","151","151번(우이동~중앙대)","101000043","02142","롯데영프라자","640","367","20171118"
"20171115","151","151번(우이동~중앙대)","101000040","02139","우리은행종로지점","526","272","20171118"
"20171115","151","151번(우이동~중앙대)","100000105","01201","조계사","616","368","20171118"
"20171115","151","151번(우이동~중앙대)","100000104","01200","안국역.종로경찰서.인사동","638","370","20171118"
"20171115","151","151번(우이동~중앙대)","100000103","01199","창덕궁","494","281","20171118"
"20171115","151","151번(우이동~중앙대)","100000128","01224","창경궁","249","421","20171118"
"20171115","151","151번(우이동~중앙대)","100000131","01227","명륜동2가.성균관대입구","438","491","20171118"
"20171115","151","151번(우이동~중앙대)","107000010","08010","삼선교.한성대학교","421","609","20171118"
"20171115","151","151번(우이동~중앙대)","107000008","08008","돈암사거리.성신여대입구","494","498","20171118"
"20171115","151","151번(우이동~중앙대)","998501937","~","우이동도선사입구(기점가상)","1","0","20171118"
"20171115","151","151번(우이동~중앙대)","108000014","09102","우이동도선사입구","93","0","20171118"
"20171115","151","151번(우이동~중앙대)","108000015","09103","우이동성원아파트","89","2","20171118"
"20171115","151","151번(우이동~중앙대)","108000017","09105","진성빌라사거리","166","2","20171118"
"20171115","151","151번(우이동~중앙대)","108000018","09106","서라벌중학교.우이동대우아파트","222","10","20171118"
"20171115","151","151번(우이동~중앙대)","108000019","09107","덕성여대솔밭근린공원","222","27","20171118"
"20171115","151","151번(우이동~중앙대)","108000056","09144","신일병원","103","365","20171118"
"20171114","151","151번(우이동~중앙대)","100000103","01199","창덕궁","411","279","20171117"
"20171114","151","151번(우이동~중앙대)","100000128","01224","창경궁","262","437","20171117"
"20171114","151","151번(우이동~중앙대)","100000131","01227","명륜동2가.성균관대입구","381","416","20171117"
"20171114","151","151번(우이동~중앙대)","107000010","08010","삼선교.한성대학교","397","574","20171117"
"20171114","151","151번(우이동~중앙대)","107000008","08008","돈암사거리.성신여대입구","370","482","20171117"
"20171114","151","151번(우이동~중앙대)","107000006","08006","미아리고개.미아리예술극장","137","302","20171117"
"20171114","151","151번(우이동~중앙대)","107000004","08004","길음뉴타운","221","328","20171117"
"20171114","151","151번(우이동~중앙대)","107000002","08002","월곡뉴타운","127","279","20171117"
"20171114","151","151번(우이동~중앙대)","108000012","09012","미아사거리역","717","589","20171117"
"20171114","151","151번(우이동~중앙대)","108000010","09010","도봉세무서.성북시장","169","223","20171117"
"20171114","151","151번(우이동~중앙대)","108000008","09008","미아역.신일중고","321","302","20171117"
"20171114","151","151번(우이동~중앙대)","108000006","09006","수유시장.성신여대미아캠퍼스앞","550","293","20171117"
"20171114","151","151번(우이동~중앙대)","108000056","09144","신일병원","83","365","20171117"
"20171114","151","151번(우이동~중앙대)","108000054","09142","강북노인종합복지관","51","165","20171117"
"20171114","151","151번(우이동~중앙대)","108000052","09140","화계사입구사거리","113","144","20171117"
"20171114","151","151번(우이동~중앙대)","108000050","09138","수유동삼양탕앞","41","142","20171117"
"20171114","151","151번(우이동~중앙대)","108000048","09136","화계사입구.한신대학교대학원","127","302","20171117"
"20171114","151","151번(우이동~중앙대)","108000045","09133","인수동청수탕입구","83","340","20171117"
"20171114","151","151번(우이동~중앙대)","108000043","09131","우이초등학교후문","52","192","20171117"
