"사용일자","노선번호","노선명","표준버스정류장ID","버스정류장ARS번호","역명","승차총승객수","하차총승객수","등록일자"
"20171115","500","500번(석수역~을지로입구)","119000107","20200","상도2동아이파크.포스코더샵아파트","467","370","20171118"
"20171115","500","500번(석수역~을지로입구)","119000105","20198","7호선장승배기역.상도2치안센터","381","546","20171118"
"20171115","500","500번(석수역~을지로입구)","119000100","20193","청화병원","335","165","20171118"
"20171115","500","500번(석수역~을지로입구)","119000098","20191","동작구청.노량진초등학교앞","68","335","20171118"
"20171115","500","500번(석수역~을지로입구)","120000159","21261","관악우체국(양지병원)","160","221","20171118"
"20171115","500","500번(석수역~을지로입구)","120000421","21350","신림사거리.신림역","1021","619","20171118"
"20171115","500","500번(석수역~을지로입구)","120000010","21109","남부초등학교","130","303","20171118"
"20171115","500","500번(석수역~을지로입구)","120000011","21110","호림박물관","74","148","20171118"
"20171115","500","500번(석수역~을지로입구)","120000012","21111","난곡입구","145","268","20171118"
"20171115","500","500번(석수역~을지로입구)","120000013","21112","금천경찰서.신림푸르지오아파트","244","182","20171118"
"20171115","500","500번(석수역~을지로입구)","120000014","21113","천주교성령봉사회관.등불교회","37","158","20171118"
"20171115","500","500번(석수역~을지로입구)","120000015","21114","KT구로지사","148","135","20171118"
"20171115","500","500번(석수역~을지로입구)","117000002","18002","문성초등학교","55","291","20171118"
"20171115","500","500번(석수역~을지로입구)","117000004","18004","금천우체국","94","415","20171118"
"20171115","500","500번(석수역~을지로입구)","117000006","18006","말미고개","36","176","20171118"
"20171115","500","500번(석수역~을지로입구)","117000008","18008","금천구청","17","244","20171118"
"20171115","500","500번(석수역~을지로입구)","117000010","18010","시흥사거리","16","304","20171118"
"20171115","500","500번(석수역~을지로입구)","117000012","18012","박미삼거리.국립전통예술중고","2","137","20171118"
"20171115","500","500번(석수역~을지로입구)","117000080","18166","박미마을","0","129","20171118"
"20171115","500","500번(석수역~을지로입구)","117000082","18168","기아대교","0","25","20171118"
"20171115","500","500번(석수역~을지로입구)","998001700","~","시흥동차고지(가상)","1","2","20171118"
"20171115","500","500번(석수역~을지로입구)","998501980","~","시흥동차고지(기점가상)","25","1","20171118"
"20171115","500","500번(석수역~을지로입구)","117000015","18777","석수역","371","21","20171118"
"20171115","500","500번(석수역~을지로입구)","117000013","18013","시흥유통센터","176","51","20171118"
"20171115","500","500번(석수역~을지로입구)","117000011","18011","박미삼거리.국립전통예술중고","163","55","20171118"
"20171115","500","500번(석수역~을지로입구)","119000024","20114","노량진역","156","1347","20171118"
"20171115","500","500번(석수역~을지로입구)","119000013","20013","노들역","207","103","20171118"
"20171115","500","500번(석수역~을지로입구)","102000248","03341","노들섬","1","26","20171118"
"20171115","500","500번(석수역~을지로입구)","102000001","03001","한강대교북단.LG유플러스","146","190","20171118"
"20171115","500","500번(석수역~을지로입구)","102000003","03003","신용산역","71","257","20171118"
"20171115","500","500번(석수역~을지로입구)","102000005","03005","KT용산지사","78","199","20171118"
"20171115","500","500번(석수역~을지로입구)","102000007","03007","삼각지역","67","301","20171118"
"20171115","500","500번(석수역~을지로입구)","102000009","03009","숙대입구역","109","325","20171118"
"20171115","500","500번(석수역~을지로입구)","102000011","03011","갈월동","66","123","20171118"
"20171115","500","500번(석수역~을지로입구)","101000007","02007","서울역버스환승센터","40","271","20171118"
"20171115","500","500번(석수역~을지로입구)","101000114","02219","남대문시장앞","108","373","20171118"
"20171115","500","500번(석수역~을지로입구)","101000043","02142","롯데영프라자","136","288","20171118"
"20171115","500","500번(석수역~을지로입구)","101000058","02157","을지로입구.시청입구","196","145","20171118"
"20171115","500","500번(석수역~을지로입구)","101000034","02131","삼성본관앞","370","54","20171118"
"20171115","500","500번(석수역~을지로입구)","101000008","02008","숭례문","197","44","20171118"
"20171115","500","500번(석수역~을지로입구)","101000004","02004","서울역버스환승센터","333","63","20171118"
"20171115","500","500번(석수역~을지로입구)","102000012","03012","갈월동","109","34","20171118"
"20171115","500","500번(석수역~을지로입구)","102000010","03010","숙대입구역","284","104","20171118"
"20171115","500","500번(석수역~을지로입구)","102000008","03008","삼각지역","328","66","20171118"
"20171115","500","500번(석수역~을지로입구)","102000006","03006","KT용산지사","103","57","20171118"
"20171115","500","500번(석수역~을지로입구)","102000004","03004","신용산역","395","132","20171118"
"20171115","500","500번(석수역~을지로입구)","102000002","03002","한강대교북단.LG유플러스","121","103","20171118"
"20171115","500","500번(석수역~을지로입구)","102000247","03340","노들섬","4","33","20171118"
"20171115","500","500번(석수역~을지로입구)","119000028","20121","노들역","183","199","20171118"
"20171115","500","500번(석수역~을지로입구)","119000027","20119","사육신공원","29","63","20171118"
"20171115","500","500번(석수역~을지로입구)","119000025","20115","노량진역","1187","211","20171118"
"20171115","500","500번(석수역~을지로입구)","119000097","20190","동작구청.노량진초등학교앞","240","132","20171118"
"20171115","500","500번(석수역~을지로입구)","119000099","20192","장성교회","236","119","20171118"
"20171115","500","500번(석수역~을지로입구)","119000104","20197","7호선장승배기역.상도2치안센터","736","503","20171118"
"20171115","500","500번(석수역~을지로입구)","119000106","20199","상도2동아이파크.포스코더샵아파트","205","586","20171118"
"20171115","500","500번(석수역~을지로입구)","119000108","20201","신상도초등학교","246","547","20171118"
"20171115","500","500번(석수역~을지로입구)","119000131","20228","상도4동약수맨션","463","395","20171118"
"20171115","500","500번(석수역~을지로입구)","119000127","20222","경향렉스빌.롯데캐슬","333","245","20171118"
"20171115","500","500번(석수역~을지로입구)","120000153","21255","은천동벽산블루밍아파트105동","280","412","20171118"
"20171115","500","500번(석수역~을지로입구)","120000158","21260","현대시장","534","486","20171118"
"20171115","500","500번(석수역~을지로입구)","120000154","21256","은천동두산아파트3단지","289","306","20171118"
"20171115","500","500번(석수역~을지로입구)","120000007","21106","봉천역.관악초등학교","345","1152","20171118"
