"사용일자","노선번호","노선명","표준버스정류장ID","버스정류장ARS번호","역명","승차총승객수","하차총승객수","등록일자"
"20171115","501","501번(서울대~종로2가)","120000057","21158","서울산업정보학교.삼성교","538","5","20171118"
"20171115","501","501번(서울대~종로2가)","120000236","21338","한남운수대학동차고지","1153","3","20171118"
"20171115","501","501번(서울대~종로2가)","120000029","21128","서울대학교","493","23","20171118"
"20171115","501","501번(서울대~종로2가)","120000665","21373","서울대학교치과병원.동물병원","119","20","20171118"
"20171115","501","501번(서울대~종로2가)","120000030","21129","서울여상.서울문영여중고앞","119","138","20171118"
"20171115","501","501번(서울대~종로2가)","120000031","21130","관악구청","344","661","20171118"
"20171115","501","501번(서울대~종로2가)","120000032","21131","봉천사거리.봉천중앙시장","494","147","20171118"
"20171115","501","501번(서울대~종로2가)","120000033","21132","봉원중학교.행운동우성아파트","361","84","20171118"
"20171115","501","501번(서울대~종로2가)","120000034","21133","관악푸르지오아파트","282","93","20171118"
"20171115","501","501번(서울대~종로2가)","119000075","20168","봉천고개.관악현대아파트","412","207","20171118"
"20171115","501","501번(서울대~종로2가)","119000073","20166","숭실대입구역","513","608","20171118"
"20171115","501","501번(서울대~종로2가)","119000070","20163","상도동중앙하이츠빌.상도전통시장","298","52","20171118"
"20171115","501","501번(서울대~종로2가)","119000068","20161","상도시장","160","83","20171118"
"20171115","501","501번(서울대~종로2가)","119000066","20159","상도터널상도동","469","287","20171118"
"20171115","501","501번(서울대~종로2가)","119000063","20156","상도터널노량진동","150","108","20171118"
"20171115","501","501번(서울대~종로2가)","102000248","03341","노들섬","1","50","20171118"
"20171115","501","501번(서울대~종로2가)","102000001","03001","한강대교북단.LG유플러스","102","344","20171118"
"20171115","501","501번(서울대~종로2가)","102000003","03003","신용산역","57","393","20171118"
"20171115","501","501번(서울대~종로2가)","102000005","03005","KT용산지사","78","206","20171118"
"20171115","501","501번(서울대~종로2가)","102000007","03007","삼각지역","77","470","20171118"
"20171115","501","501번(서울대~종로2가)","102000009","03009","숙대입구역","129","448","20171118"
"20171115","501","501번(서울대~종로2가)","102000011","03011","갈월동","96","186","20171118"
"20171115","501","501번(서울대~종로2가)","101000007","02007","서울역버스환승센터","94","376","20171118"
"20171115","501","501번(서울대~종로2가)","101000033","02128","시청앞","105","392","20171118"
"20171115","501","501번(서울대~종로2가)","101000039","02137","서울신문사","189","415","20171118"
"20171115","501","501번(서울대~종로2가)","100000092","01188","종로1가","301","362","20171118"
"20171115","501","501번(서울대~종로2가)","100000090","01186","종로2가","266","271","20171118"
"20171115","501","501번(서울대~종로2가)","100000089","01185","종로2가","196","74","20171118"
"20171115","501","501번(서울대~종로2가)","101000059","02158","을지로2가.기업은행본점.서울노동청","278","114","20171118"
"20171115","501","501번(서울대~종로2가)","101000041","02140","롯데백화점","413","117","20171118"
"20171115","501","501번(서울대~종로2가)","101000032","02127","북창동.남대문시장","243","38","20171118"
"20171115","501","501번(서울대~종로2가)","101000008","02008","숭례문","116","72","20171118"
"20171115","501","501번(서울대~종로2가)","101000004","02004","서울역버스환승센터","484","113","20171118"
"20171115","501","501번(서울대~종로2가)","102000012","03012","갈월동","131","87","20171118"
"20171115","501","501번(서울대~종로2가)","102000010","03010","숙대입구역","307","125","20171118"
"20171115","501","501번(서울대~종로2가)","102000008","03008","삼각지역","489","106","20171118"
"20171115","501","501번(서울대~종로2가)","102000006","03006","KT용산지사","53","51","20171118"
"20171115","501","501번(서울대~종로2가)","102000004","03004","신용산역","502","121","20171118"
"20171115","501","501번(서울대~종로2가)","102000002","03002","한강대교북단.LG유플러스","184","58","20171118"
"20171115","501","501번(서울대~종로2가)","102000247","03340","노들섬","23","35","20171118"
"20171115","501","501번(서울대~종로2가)","119000064","20157","상도터널노량진동","188","326","20171118"
"20171115","501","501번(서울대~종로2가)","119000065","20158","상도터널상도동","136","371","20171118"
