"사용일자","노선번호","노선명","표준버스정류장ID","버스정류장ARS번호","역명","승차총승객수","하차총승객수","등록일자"
"20171115","7016","7016번(은평차고지~상명대)","102000050","03144","원효로2가","186","217","20171118"
"20171115","7016","7016번(은평차고지~상명대)","102000052","03146","원효로3가","275","276","20171118"
"20171115","7016","7016번(은평차고지~상명대)","102000208","03302","원효로풍전아파트","356","384","20171118"
"20171115","7016","7016번(은평차고지~상명대)","102000206","03300","원효2동산호아파트","454","347","20171118"
"20171115","7016","7016번(은평차고지~상명대)","102000203","03297","청암동강변삼성아파트","188","113","20171118"
"20171115","7016","7016번(은평차고지~상명대)","113000214","14317","강변한신코아","135","217","20171118"
"20171115","7016","7016번(은평차고지~상명대)","113000001","14001","마포역","586","541","20171118"
"20171115","7016","7016번(은평차고지~상명대)","113000088","14179","공덕역.2번.출구","337","188","20171118"
"20171115","7016","7016번(은평차고지~상명대)","113000086","14177","동도중학교.서울디자인고등학교","355","213","20171118"
"20171115","7016","7016번(은평차고지~상명대)","113000084","14175","대흥역","283","184","20171118"
"20171115","7016","7016번(은평차고지~상명대)","113000082","14173","광성중고등학교","188","135","20171118"
"20171115","7016","7016번(은평차고지~상명대)","113000079","14170","서강대학교","136","137","20171118"
"20171115","7016","7016번(은평차고지~상명대)","113000078","14169","신촌로터리","80","290","20171118"
"20171115","7016","7016번(은평차고지~상명대)","113000416","13021","신촌오거리.현대백화점","342","406","20171118"
"20171115","7016","7016번(은평차고지~상명대)","113000415","13019","동교동삼거리","124","216","20171118"
"20171115","7016","7016번(은평차고지~상명대)","113000133","14224","홍대입구역","903","550","20171118"
"20171115","7016","7016번(은평차고지~상명대)","113000091","14182","동교로사거리","133","149","20171118"
"20171115","7016","7016번(은평차고지~상명대)","113000101","14192","서울도시가스마포사옥","79","145","20171118"
"20171115","7016","7016번(은평차고지~상명대)","111000907","35331","은평공영차고지","22","0","20171118"
"20171115","7016","7016번(은평차고지~상명대)","111000225","12315","덕은교.은평차고지앞","77","0","20171118"
"20171115","7016","7016번(은평차고지~상명대)","113000022","14112","DMC첨단산업센터","78","19","20171118"
"20171115","7016","7016번(은평차고지~상명대)","113000181","14272","월드컵파크7단지","34","42","20171118"
"20171115","7016","7016번(은평차고지~상명대)","113000020","14110","서부면허시험장","75","25","20171118"
"20171115","7016","7016번(은평차고지~상명대)","113000026","14116","월드컵파크3단지정문","100","24","20171118"
"20171115","7016","7016번(은평차고지~상명대)","113000027","14117","월드컵파크2단지.에스플렉스센터","161","15","20171118"
"20171115","7016","7016번(은평차고지~상명대)","113000075","14166","상암초등학교","255","25","20171118"
"20171115","7016","7016번(은평차고지~상명대)","113000074","14165","상암휴먼시아아파트","73","15","20171118"
"20171115","7016","7016번(은평차고지~상명대)","113000182","14273","월드컵경기장북측","20","43","20171118"
"20171115","7016","7016번(은평차고지~상명대)","113000072","14163","성산아파트","113","26","20171118"
"20171115","7016","7016번(은평차고지~상명대)","113000070","14161","성산119안전센터","309","39","20171118"
"20171115","7016","7016번(은평차고지~상명대)","113000067","14158","성산2동주민센터","439","55","20171118"
"20171115","7016","7016번(은평차고지~상명대)","113000066","14157","중동초등학교","285","17","20171118"
"20171115","7016","7016번(은평차고지~상명대)","113000094","14185","성산2교","418","18","20171118"
"20171115","7016","7016번(은평차고지~상명대)","113000097","14188","성미약수터","248","23","20171118"
"20171115","7016","7016번(은평차고지~상명대)","113000099","14190","경성중고.홍대부속여중고입구","351","60","20171118"
"20171115","7016","7016번(은평차고지~상명대)","113000102","14193","서울도시가스마포사옥","167","83","20171118"
"20171115","7016","7016번(은평차고지~상명대)","113000090","14181","서서울농협홍대역점","83","194","20171118"
"20171115","7016","7016번(은평차고지~상명대)","113000422","14015","홍대입구역","538","1145","20171118"
"20171115","7016","7016번(은평차고지~상명대)","113000421","13018","동교동삼거리","180","209","20171118"
"20171115","7016","7016번(은평차고지~상명대)","113000137","14228","신촌역","316","326","20171118"
"20171115","7016","7016번(은평차고지~상명대)","113000077","14168","신촌로터리","137","84","20171118"
"20171115","7016","7016번(은평차고지~상명대)","113000080","14171","서강대학교","62","119","20171118"
"20171115","7016","7016번(은평차고지~상명대)","113000100","14191","경성중고.홍대부속여중고입구","38","271","20171118"
"20171115","7016","7016번(은평차고지~상명대)","113000096","14187","성미약수터","28","244","20171118"
"20171115","7016","7016번(은평차고지~상명대)","113000095","14186","성산2교","43","286","20171118"
"20171115","7016","7016번(은평차고지~상명대)","113000065","14156","중동초등학교","21","276","20171118"
"20171115","7016","7016번(은평차고지~상명대)","113000068","14159","성산2동주민센터","59","361","20171118"
"20171115","7016","7016번(은평차고지~상명대)","113000069","14160","성산119안전센터","74","225","20171118"
"20171115","7016","7016번(은평차고지~상명대)","113000071","14162","성산아파트","25","44","20171118"
"20171115","7016","7016번(은평차고지~상명대)","113000183","14274","월드컵경기장북측","7","35","20171118"
"20171115","7016","7016번(은평차고지~상명대)","113000202","14296","디지털미디어시티역2번출구","442","138","20171118"
"20171115","7016","7016번(은평차고지~상명대)","113000073","14164","상암휴먼시아아파트","14","115","20171118"
"20171115","7016","7016번(은평차고지~상명대)","113000076","14167","상암초등학교","11","207","20171118"
"20171115","7016","7016번(은평차고지~상명대)","113000028","14118","월드컵파크2단지.에스플렉스센터","7","314","20171118"
"20171115","7016","7016번(은평차고지~상명대)","113000017","14107","월드컵파크3단지.난지천공원","3","42","20171118"
"20171115","7016","7016번(은평차고지~상명대)","113000019","14109","서부면허시험장","31","81","20171118"
"20171115","7016","7016번(은평차고지~상명대)","113000180","14271","월드컵파크7단지","63","40","20171118"
"20171115","7016","7016번(은평차고지~상명대)","113000021","14111","DMC첨단산업센터","4","93","20171118"
