"사용일자","노선번호","노선명","표준버스정류장ID","버스정류장ARS번호","역명","승차총승객수","하차총승객수","등록일자"
"20171115","502","502(월암공영차고지~한국은행신세계)","226000137","60112","의왕고등학교","3","83","20171118"
"20171115","502","502(월암공영차고지~한국은행신세계)","226000138","60130","장안마을","3","48","20171118"
"20171115","502","502(월암공영차고지~한국은행신세계)","226000139","60128","부곡체육공원","2","16","20171118"
"20171115","502","502(월암공영차고지~한국은행신세계)","209000006","56070","호계사거리","92","34","20171118"
"20171115","502","502(월암공영차고지~한국은행신세계)","209000005","56071","호계소방파출소","27","13","20171118"
"20171115","502","502(월암공영차고지~한국은행신세계)","209000004","60017","덕고개사거리","96","32","20171118"
"20171115","502","502(월암공영차고지~한국은행신세계)","226000136","60021","샘마을.대안중학교","128","46","20171118"
"20171115","502","502(월암공영차고지~한국은행신세계)","226000135","60020","안양남초등학교","373","90","20171118"
"20171115","502","502(월암공영차고지~한국은행신세계)","226000134","60019","농수산물시장.포일단지입구","175","83","20171118"
"20171115","502","502(월암공영차고지~한국은행신세계)","226000074","60110","도룡마을","0","3","20171118"
"20171115","502","502(월암공영차고지~한국은행신세계)","226000073","60108","월암IC.월암동","0","2","20171118"
"20171115","502","502(월암공영차고지~한국은행신세계)","226000072","60106","월암교","0","7","20171118"
"20171115","502","502(월암공영차고지~한국은행신세계)","226000071","60104","잿말","0","13","20171118"
"20171115","502","502(월암공영차고지~한국은행신세계)","226000070","60102","월암차고지","0","11","20171118"
"20171115","502","502(월암공영차고지~한국은행신세계)","220000027","37008","찬우물","3","28","20171118"
"20171115","502","502(월암공영차고지~한국은행신세계)","220000031","37037","정보과학도서관","62","68","20171118"
"20171115","502","502(월암공영차고지~한국은행신세계)","220000026","37010","과천주공2.3단지","37","80","20171118"
"20171115","502","502(월암공영차고지~한국은행신세계)","220000025","37018","정부과천청사","277","208","20171118"
"20171115","502","502(월암공영차고지~한국은행신세계)","220000024","37017","KT과천지사","253","59","20171118"
